sex job housing saving_accounts checking_account purpose age credit_amount duration risk
-0.11312323343716217 2.0 0.42103867982209575 0.2131903067872643 -0.2736600914292684 0.2751367139017106 -0.8392520199783172 -0.18657112824336272 -0.4761274466421833 0
-0.11312323343716217 2.0 0.4617097195530234 -0.5378116664708552 -1.052202356401342 0.018759979083339335 -0.14060309595890638 1.2343064818306633 3.3584560162478847 0
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 -1.052202356401342 -0.3729832671244178 0.20872136605079902 -0.883319185474975 -0.7317663441681879 0
-0.11312323343716217 2.0 0.4617097195530234 0.2131903067872643 0.819772588766604 0.018759979083339335 0.2960524815532254 2.629282677137715 2.3359004261438665 1
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 -1.052202356401342 -0.3729832671244178 -0.14060309595890638 -0.3223685456645001 -0.2204885491161788 0
-0.11312323343716217 2.0 0.4617097195530234 0.2131903067872643 0.3740247150539195 0.28049865704309607 1.2566947520799152 1.1221903579107597 2.3359004261438665 1
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 0.819772588766604 0.018759979083339335 1.6060192140896208 -0.6594569578461245 -0.7317663441681879 0
-0.11312323343716217 2.0 0.42103867982209575 0.2131903067872643 0.819772588766604 0.018759979083339335 -0.22793421146133275 -0.8292962346752855 -0.4761274466421833 1
0.2243283855760417 3.0 0.4617097195530234 -0.5378116664708552 -1.052202356401342 0.018759979083339335 1.431356983084768 -0.3915623251134175 -0.7317663441681879 0
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 -1.052202356401342 -0.3729832671244178 1.7806814450944735 -0.9521429447129356 -0.7317663441681879 0
-0.11312323343716217 3.0 0.4617097195530234 0.2131903067872643 0.819772588766604 0.018759979083339335 2.653992600118737 -0.6161645931641815 -0.7317663441681879 0
0.2243283855760417 1.0 -0.20578160356476596 0.2131903067872643 0.819772588766604 0.018759979083339335 0.12139025054837269 -0.7094096863252894 -0.7317663441681879 1
-0.11312323343716217 1.0 -0.20578160356476596 0.2131903067872643 0.819772588766604 0.018759979083339335 0.3833835970556517 0.2766941758745229 -0.8169793100101894 0
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 0.819772588766604 0.16580681395638544 0.5580458280605044 0.0942742118728315 1.3133448360398485 1
-0.11312323343716217 2.0 -0.20578160356476596 0.2131903067872643 0.3740247150539195 0.018759979083339335 -0.14060309595890638 0.965301788465086 1.3133448360398485 0
-0.11312323343716217 1.0 -0.20578160356476596 0.2131903067872643 0.819772588766604 0.018759979083339335 0.4707147125580781 -0.9358620554308373 -1.243044139220197 0
0.2243283855760417 2.0 -0.20578160356476596 -0.5378116664708552 -1.052202356401342 0.16580681395638544 0.3833835970556517 1.6601997446419143 1.3133448360398485 0
-0.11312323343716217 2.0 -0.20578160356476596 0.2243283855760415 0.3740247150539195 0.2751367139017106 -0.14060309595890638 -0.21062244195555327 -0.2204885491161788 0
0.2243283855760417 2.0 -0.20578160356476596 -0.9151058976123234 -1.052202356401342 0.16580681395638544 -0.053271980456480024 -0.5917432592410342 -0.7317663441681879 0
-0.11312323343716217 3.0 0.4617097195530234 -0.5378116664708552 0.3740247150539195 0.018759979083339335 0.03405913504594633 3.3219605120488027 2.3359004261438665 0
